entity:taxon_id	actual_taxa	cholgen	read1	read2	run	te	vibecheck_reads_classification_notes	vibecheck_reads_confidence	vibecheck_reads_lineage
VB0176	Africa|AGO|ERR976396|T1|1990-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/332ea4d7-8853-4bbc-8c8a-f8893715cac8/call-fastq_dl_sra/ERR976396_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/332ea4d7-8853-4bbc-8c8a-f8893715cac8/call-fastq_dl_sra/ERR976396_2.fastq.gz	ERR976396	T1	Freyja results: T1(100.0%)	1	T1
VB0177	Africa|DZA|ERR976413|T1|1974-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/bc763280-a83e-42d6-be08-967089d19ae8/call-fastq_dl_sra/ERR976413_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/bc763280-a83e-42d6-be08-967089d19ae8/call-fastq_dl_sra/ERR976413_2.fastq.gz	ERR976413	T1	Freyja results: T1(100.0%)	1	T1
VB0178	Africa|CIV|ERR976425|T1|1973-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2a268031-a490-4e6c-99c9-017a08ea3b7a/call-fastq_dl_sra/ERR976425_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/2a268031-a490-4e6c-99c9-017a08ea3b7a/call-fastq_dl_sra/ERR976425_2.fastq.gz	ERR976425	T1	Freyja results: T1(100.0%)	1	T1
VB0179	Africa|CIV|ERR976427|T1|1973-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d9dd038c-5348-4069-a2e7-180e8f3a09f0/call-fastq_dl_sra/ERR976427_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/d9dd038c-5348-4069-a2e7-180e8f3a09f0/call-fastq_dl_sra/ERR976427_2.fastq.gz	ERR976427	T1	Freyja results: T1(100.0%)	1	T1
VB0180	Africa|SEN|ERR976435|T1|1972-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/6c61166f-e8ab-43e1-b7b4-b63512a98c5b/call-fastq_dl_sra/ERR976435_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/6c61166f-e8ab-43e1-b7b4-b63512a98c5b/call-fastq_dl_sra/ERR976435_2.fastq.gz	ERR976435	T1	Freyja results: T1(100.0%)	1	T1
VB0181	Africa|SLE|ERR976475|T1|1970-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3b21a2c9-daac-4a5c-8b18-6db56f953f82/call-fastq_dl_sra/ERR976475_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3b21a2c9-daac-4a5c-8b18-6db56f953f82/call-fastq_dl_sra/ERR976475_2.fastq.gz	ERR976475	T1	Freyja results: T1(100.0%)	1	T1
VB0182	Africa|SLE|ERR976477|T7|1986-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9bc0a711-a1bf-41a0-b18b-34c836dd7af2/call-fastq_dl_sra/ERR976477_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9bc0a711-a1bf-41a0-b18b-34c836dd7af2/call-fastq_dl_sra/ERR976477_2.fastq.gz	ERR976477	T7	Freyja results: T7(100.0%)	1	T7
VB0183	Africa|TUN|ERR976455|T1|1971-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1d21e211-467e-4714-a3d1-f242750e7652/call-fastq_dl_sra/ERR976455_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1d21e211-467e-4714-a3d1-f242750e7652/call-fastq_dl_sra/ERR976455_2.fastq.gz	ERR976455	T1	Freyja results: T1(100.0%)	1	T1
VB0184	Africa|AGO|ERR976502|T1|1988-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/df138ccb-57b3-4847-8f0c-67c79e6f31e7/call-fastq_dl_sra/ERR976502_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/df138ccb-57b3-4847-8f0c-67c79e6f31e7/call-fastq_dl_sra/ERR976502_2.fastq.gz	ERR976502	T1	Freyja results: T2(100.0%)	1	T2
VB0185	Europe|PRT|ERR976508|sporadic|1974-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/b393983c-55ee-4d6d-896d-495509b7eae9/call-fastq_dl_sra/ERR976508_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/b393983c-55ee-4d6d-896d-495509b7eae9/call-fastq_dl_sra/ERR976508_2.fastq.gz	ERR976508	sporadic	Freyja results: T1(100.0%)	1	T1
VB0186	Africa|BEN|ERR976514|T7|1991-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/57afd84c-d885-468d-bbb5-c9e438adf274/call-fastq_dl_sra/ERR976514_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/57afd84c-d885-468d-bbb5-c9e438adf274/call-fastq_dl_sra/ERR976514_2.fastq.gz	ERR976514	T7	Freyja results: T7(100.0%)	1	T7
VB0187	Africa|NER|ERR976516|T7|1991-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/05919ff1-cfc7-4f9c-9e1f-7e741675a6e3/call-fastq_dl_sra/ERR976516_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/05919ff1-cfc7-4f9c-9e1f-7e741675a6e3/call-fastq_dl_sra/ERR976516_2.fastq.gz	ERR976516	T7	Freyja results: T7(100.0%)	1	T7
VB0188	Africa|MWI|ERR976523|T1|1992-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/c30c2c17-7e8f-477a-9562-07491976a6b9/call-fastq_dl_sra/ERR976523_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/c30c2c17-7e8f-477a-9562-07491976a6b9/call-fastq_dl_sra/ERR976523_2.fastq.gz	ERR976523	T1	Freyja results: T1(100.0%)	1	T1
VB0189	Africa|MAR|ERR976527|T7|1993-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0ef9c82e-44d8-46be-8642-d3ba046de71a/call-fastq_dl_sra/ERR976527_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/0ef9c82e-44d8-46be-8642-d3ba046de71a/call-fastq_dl_sra/ERR976527_2.fastq.gz	ERR976527	T7	Freyja results: T7(100.0%)	1	T7
VB0190	Africa|BDI|ERR976530|T5|1993-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/cb7ef230-d884-4cfa-9835-4af9b7218314/call-fastq_dl_sra/ERR976530_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/cb7ef230-d884-4cfa-9835-4af9b7218314/call-fastq_dl_sra/ERR976530_2.fastq.gz	ERR976530	T5	Freyja results: T5(100.0%)	1	T5
VB0191	Africa|GIN|ERR976538|T9|1994-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ffb7da5e-4564-47e2-9aa1-2a11b1f2986f/call-fastq_dl_sra/ERR976538_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/ffb7da5e-4564-47e2-9aa1-2a11b1f2986f/call-fastq_dl_sra/ERR976538_2.fastq.gz	ERR976538	T9	Freyja results: T9(100.0%)	1	T9
VB0192	Africa|BEN|ERR976460|T1|1970-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/01cf3143-766d-4861-a414-5e36c6d5ace2/call-fastq_dl_sra/ERR976460_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/01cf3143-766d-4861-a414-5e36c6d5ace2/call-fastq_dl_sra/ERR976460_2.fastq.gz	ERR976460	T1	Freyja results: T1(100.0%)	1	T1
VB0193	Africa|COM|ERR976557|T10|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/8e3b713b-7fa2-4f6a-810a-461b0f69a0df/call-fastq_dl_sra/ERR976557_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/8e3b713b-7fa2-4f6a-810a-461b0f69a0df/call-fastq_dl_sra/ERR976557_2.fastq.gz	ERR976557	T10	Freyja results: T10(100.0%)	1	T10
VB0194	Africa|RWA|ERR976567|T10|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/687282f9-e6c9-4a8f-93a9-fad0e9b323d5/call-fastq_dl_sra/ERR976567_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/687282f9-e6c9-4a8f-93a9-fad0e9b323d5/call-fastq_dl_sra/ERR976567_2.fastq.gz	ERR976567	T10	Freyja results: T10(100.0%)	1	T10
VB0195	Africa|RWA|ERR976569|T10|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/405ea561-b52b-4d09-91b8-8cf02aa493cd/call-fastq_dl_sra/ERR976569_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/405ea561-b52b-4d09-91b8-8cf02aa493cd/call-fastq_dl_sra/ERR976569_2.fastq.gz	ERR976569	T10	Freyja results: T10(100.0%)	1	T10
VB0196	Africa|SDN|ERR976575|T10|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/6e7b074e-80f0-4e1d-aae3-0968cb932509/call-fastq_dl_sra/ERR976575_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/6e7b074e-80f0-4e1d-aae3-0968cb932509/call-fastq_dl_sra/ERR976575_2.fastq.gz	ERR976575	T10	Freyja results: T10(100.0%)	1	T10
VB0197	Africa|LBR|ERR998657|T9|1994-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5574c0ef-5c3e-4128-b2fc-1d6a29d8bda3/call-fastq_dl_sra/ERR998657_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5574c0ef-5c3e-4128-b2fc-1d6a29d8bda3/call-fastq_dl_sra/ERR998657_2.fastq.gz	ERR998657	T9	Freyja results: T9(100.0%)	1	T9
VB0198	Africa|GIN|ERR998676|T9|1995-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9d8dfa20-2a93-408a-ac39-112b5c9de9b2/call-fastq_dl_sra/ERR998676_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/9d8dfa20-2a93-408a-ac39-112b5c9de9b2/call-fastq_dl_sra/ERR998676_2.fastq.gz	ERR998676	T9	Freyja results: T9(100.0%)	1	T9
VB0199	Africa|CIV|ERR998685|T9|1995-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/4fce461b-ea21-4875-be09-63637ee45558/call-fastq_dl_sra/ERR998685_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/4fce461b-ea21-4875-be09-63637ee45558/call-fastq_dl_sra/ERR998685_2.fastq.gz	ERR998685	T9	Freyja results: T9(100.0%)	1	T9
VB0200	Africa|NGA|ERR998706|T9|1996-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/6f6e3b21-787c-46a4-82f6-cc3e003363bb/call-fastq_dl_sra/ERR998706_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/6f6e3b21-787c-46a4-82f6-cc3e003363bb/call-fastq_dl_sra/ERR998706_2.fastq.gz	ERR998706	T9	Freyja results: T9(100.0%)	1	T9
VB0201	Africa|MAR|ERR998661|T7|1994-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/e91b6c71-6d6c-4f01-a7ec-67be09676d46/call-fastq_dl_sra/ERR998661_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/e91b6c71-6d6c-4f01-a7ec-67be09676d46/call-fastq_dl_sra/ERR998661_2.fastq.gz	ERR998661	T7	Freyja results: T7(100.0%)	1	T7
VB0202	Africa|RWA|ERR998715|T5|1996-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/fcb3e4fa-2f5f-4b6f-a670-e3f6f3fd6d09/call-fastq_dl_sra/ERR998715_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/fcb3e4fa-2f5f-4b6f-a670-e3f6f3fd6d09/call-fastq_dl_sra/ERR998715_2.fastq.gz	ERR998715	T5	Freyja results: T5(100.0%)	1	T5
VB0203	Africa|SEN|ERR998717|T9|1996-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/82ff5c73-c4bf-4e47-9853-46ada723d02b/call-fastq_dl_sra/ERR998717_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/82ff5c73-c4bf-4e47-9853-46ada723d02b/call-fastq_dl_sra/ERR998717_2.fastq.gz	ERR998717	T9	Freyja results: T9(100.0%)	1	T9
VB0204	Africa|CMR|ERR998726|T9|1997-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/fdf50b87-706f-435f-90af-1eab39d6a7ac/call-fastq_dl_sra/ERR998726_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/fdf50b87-706f-435f-90af-1eab39d6a7ac/call-fastq_dl_sra/ERR998726_2.fastq.gz	ERR998726	T9	Freyja results: T9(100.0%)	1	T9
VB0205	Africa|ZMB|ERR164765|T10|2003-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e226fced-d4aa-4720-9a6b-3449a56fb973/call-fastq_dl_sra/ERR164765_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/e226fced-d4aa-4720-9a6b-3449a56fb973/call-fastq_dl_sra/ERR164765_2.fastq.gz	ERR164765	T10	Freyja results: T10(100.0%)	1	T10
VB0206	Africa|MRT|ERR1879599|T9|1996-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3380b27d-8247-4f78-b0cf-b255062f7537/call-fastq_dl_sra/ERR1879599_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/3380b27d-8247-4f78-b0cf-b255062f7537/call-fastq_dl_sra/ERR1879599_2.fastq.gz	ERR1879599	T9	Freyja results: T9(100.0%)	1	T9
VB0207	Africa|RWA|ERR1877614|T5|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a475ae81-2a83-45c0-82ff-956d6f4efc0e/call-fastq_dl_sra/ERR1877614_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/a475ae81-2a83-45c0-82ff-956d6f4efc0e/call-fastq_dl_sra/ERR1877614_2.fastq.gz	ERR1877614	T5	Freyja results: T5(100.0%)	1	T5
VB0208	Africa|UNK|ERR1879653|T5|1996-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/aaedf860-3420-455d-928f-abd7fdb8ff73/call-fastq_dl_sra/ERR1879653_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/aaedf860-3420-455d-928f-abd7fdb8ff73/call-fastq_dl_sra/ERR1879653_2.fastq.gz	ERR1879653	T5	Freyja results: T5(100.0%)	1	T5
VB0209	Africa|TZA|ERR1880767|T10|1998-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5833a235-631a-4b7b-ba79-78aac4e63e19/call-fastq_dl_sra/ERR1880767_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/58d16b77-0e24-4c83-93d5-0210dacee90d/fetch_sra_to_fastq/5833a235-631a-4b7b-ba79-78aac4e63e19/call-fastq_dl_sra/ERR1880767_2.fastq.gz	ERR1880767	T10	Freyja results: T10(100.0%)	1	T10
VB0210	Africa|DJI|ERR1877649|T6|2000-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/7e8ba9e9-7424-4f25-86c0-65faec2849b0/call-fastq_dl_sra/ERR1877649_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/7e8ba9e9-7424-4f25-86c0-65faec2849b0/call-fastq_dl_sra/ERR1877649_2.fastq.gz	ERR1877649	T6	Freyja results: T6(100.0%)	1	T6
VB0211	Africa|BDI|ERR1877942|T10|2001-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1304e557-7eac-4d17-851b-85c8ab2bf4c4/call-fastq_dl_sra/ERR1877942_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/1304e557-7eac-4d17-851b-85c8ab2bf4c4/call-fastq_dl_sra/ERR1877942_2.fastq.gz	ERR1877942	T10	Freyja results: T10(100.0%)	1	T10
VB0212	Africa|LBR|ERR1878088|T9|2002-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/edf4d925-81fd-4dcb-9559-72ead964e2c5/call-fastq_dl_sra/ERR1878088_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/edf4d925-81fd-4dcb-9559-72ead964e2c5/call-fastq_dl_sra/ERR1878088_2.fastq.gz	ERR1878088	T9	Freyja results: T9(100.0%)	1	T9
VB0213	Africa|CMR|ERR1878106|T9|2001-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/f714b557-3e06-4e65-a71d-409ce2c64915/call-fastq_dl_sra/ERR1878106_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/f714b557-3e06-4e65-a71d-409ce2c64915/call-fastq_dl_sra/ERR1878106_2.fastq.gz	ERR1878106	T9	Freyja results: T9(100.0%)	1	T9
VB0214	Africa|GNQ|ERR1878131|T9|2005-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/7ee5cdb1-571a-42f4-8c5d-f8ee25221114/call-fastq_dl_sra/ERR1878131_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/7ee5cdb1-571a-42f4-8c5d-f8ee25221114/call-fastq_dl_sra/ERR1878131_2.fastq.gz	ERR1878131	T9	Freyja results: T9(100.0%)	1	T9
VB0215	Asia|PAK|ERR1878135|UNK|2005-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/231536fc-f5ad-44c4-85e8-a75b677a331a/call-fastq_dl_sra/ERR1878135_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/231536fc-f5ad-44c4-85e8-a75b677a331a/call-fastq_dl_sra/ERR1878135_2.fastq.gz	ERR1878135	UNK	Freyja results: T11(100.0%)	1	T11
VB0216	Africa|NER|ERR1878566|T9|2008-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/271115e6-214a-489c-9fc6-9a81a0eca638/call-fastq_dl_sra/ERR1878566_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/271115e6-214a-489c-9fc6-9a81a0eca638/call-fastq_dl_sra/ERR1878566_2.fastq.gz	ERR1878566	T9	Freyja results: T9(100.0%)	1	T9
VB0217	Africa|CIV|ERR1878571|T9|2006-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/dadd31b4-f45b-4d28-ac04-4847f6ed1cac/call-fastq_dl_sra/ERR1878571_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/dadd31b4-f45b-4d28-ac04-4847f6ed1cac/call-fastq_dl_sra/ERR1878571_2.fastq.gz	ERR1878571	T9	Freyja results: T9(100.0%)	1	T9
VB0218	Africa|CMR|ERR1878596|T12|2011-01-01	false	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5cc77c4b-cc58-4862-8a85-44e084a2cd31/call-fastq_dl_sra/ERR1878596_1.fastq.gz	gs://fc-13f38cf5-2b91-4a88-b021-fb920d10585c/submissions/a052c2e9-f488-4411-a63a-272c16f3ff10/fetch_sra_to_fastq/5cc77c4b-cc58-4862-8a85-44e084a2cd31/call-fastq_dl_sra/ERR1878596_2.fastq.gz	ERR1878596	T12	Freyja results: T12(100.0%)	1	T12
